Address	Ordinal	Name	Library
0040AB40	2805	CMFCTabCtrl::Create(CMFCTabCtrl::Style,tagRECT const &,CWnd *,uint,CMFCBaseTabCtrl::Location,int)	mfc100u
0040AB44	2780	CListBox::Create(ulong,tagRECT const &,CWnd *,uint)	mfc100u
0040AB48	2410	CListBox::CharToItem(uint,uint)	mfc100u
0040AB4C	13366	CListBox::VKeyToItem(uint,uint)	mfc100u
0040AB50	3438	CListBox::DeleteItem(tagDELETEITEMSTRUCT *)	mfc100u
0040AB54	2618	CListBox::CompareItem(tagCOMPAREITEMSTRUCT *)	mfc100u
0040AB58	7902	CListBox::MeasureItem(tagMEASUREITEMSTRUCT *)	mfc100u
0040AB5C	3751	CListBox::DrawItem(tagDRAWITEMSTRUCT *)	mfc100u
0040AB60	8269	CListBox::OnChildNotify(uint,uint,long,long *)	mfc100u
0040AB64	5468	CWnd::GetMessageMap(void)	mfc100u
0040AB68	5882	CListBox::GetRuntimeClass(void)	mfc100u
0040AB6C	897	CWnd::CWnd(void)	mfc100u
0040AB70	1013	CListBox::~CListBox(void)	mfc100u
0040AB74	3397	CWnd::Default(void)	mfc100u
0040AB78	6870	CWnd::GetThisMessageMap(void)	mfc100u
0040AB7C	7911	CWnd::MessageBoxW(wchar_t const *,wchar_t const *,uint)	mfc100u
0040AB80	6899	CWnd::GetTopLevelFrame(void)	mfc100u
0040AB84	13016	CMDIFrameWndEx::ShowPane(CBasePane *,int,int,int)	mfc100u
0040AB88	12938	CMFCPropertyGridCtrl::SetVSDotNetLook(int)	mfc100u
0040AB8C	5855	CFont::GetRuntimeClass(void)	mfc100u
0040AB90	3436	CComboBox::DeleteItem(tagDELETEITEMSTRUCT *)	mfc100u
0040AB94	2617	CComboBox::CompareItem(tagCOMPAREITEMSTRUCT *)	mfc100u
0040AB98	7901	CComboBox::MeasureItem(tagMEASUREITEMSTRUCT *)	mfc100u
0040AB9C	3749	CComboBox::DrawItem(tagDRAWITEMSTRUCT *)	mfc100u
0040ABA0	2748	CComboBox::Create(ulong,tagRECT const &,CWnd *,uint)	mfc100u
0040ABA4	8266	CComboBox::OnChildNotify(uint,uint,long,long *)	mfc100u
0040ABA8	5809	CComboBox::GetRuntimeClass(void)	mfc100u
0040ABAC	921	CComboBox::~CComboBox(void)	mfc100u
0040ABB0	557	CMFCPropertyGridCtrl::CMFCPropertyGridCtrl(void)	mfc100u
0040ABB4	1081	CMFCPropertyGridCtrl::~CMFCPropertyGridCtrl(void)	mfc100u
0040ABB8	4090	CMFCPropertyGridCtrl::ExpandAll(int)	mfc100u
0040ABBC	12140	CMFCPropertyGridCtrl::SetAlphabeticMode(int)	mfc100u
0040ABC0	3915	CMFCPropertyGridCtrl::EnableHeaderCtrl(int,wchar_t const *,wchar_t const *)	mfc100u
0040ABC4	3897	CMFCPropertyGridCtrl::EnableDescriptionArea(int)	mfc100u
0040ABC8	7892	CMFCPropertyGridCtrl::MarkModifiedProperties(int,int)	mfc100u
0040ABCC	562	CMFCPropertyGridProperty::CMFCPropertyGridProperty(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,ulong,int)	mfc100u
0040ABD0	286	ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>>::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>>(wchar_t const *)	mfc100u
0040ABD4	1708	CMFCPropertyGridProperty::AddSubItem(CMFCPropertyGridProperty *)	mfc100u
0040ABD8	561	CMFCPropertyGridProperty::CMFCPropertyGridProperty(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,COleVariant const &,wchar_t const *,ulong,wchar_t const *,wchar_t const *,wchar_t const *)	mfc100u
0040ABDC	779	COleVariant::COleVariant(tagVARIANT const &)	mfc100u
0040ABE0	1346	COleVariant::operator=(wchar_t const * const)	mfc100u
0040ABE4	1641	CMFCPropertyGridProperty::AddOption(wchar_t const *,int)	mfc100u
0040ABE8	1674	CMFCPropertyGridCtrl::AddProperty(CMFCPropertyGridProperty *,int,int)	mfc100u
0040ABEC	3961	CMFCPropertyGridProperty::EnableSpinControl(int,int,int)	mfc100u
0040ABF0	4356	CGdiObject::FromHandle(void *)	mfc100u
0040ABF4	560	CMFCPropertyGridFontProperty::CMFCPropertyGridFontProperty(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,tagLOGFONTW &,ulong,wchar_t const *,ulong,ulong)	mfc100u
0040ABF8	3853	CMFCPropertyGridProperty::Enable(int)	mfc100u
0040ABFC	556	CMFCPropertyGridColorProperty::CMFCPropertyGridColorProperty(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,ulong const &,CPalette *,wchar_t const *,ulong)	mfc100u
0040AC00	3945	CMFCPropertyGridColorProperty::EnableOtherButton(wchar_t const *,int,int)	mfc100u
0040AC04	3877	CMFCPropertyGridColorProperty::EnableAutomaticButton(wchar_t const *,ulong,int)	mfc100u
0040AC08	559	CMFCPropertyGridFileProperty::CMFCPropertyGridFileProperty(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,int,ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,wchar_t const *,ulong,wchar_t const *,wchar_t const *,ulong)	mfc100u
0040AC0C	558	CMFCPropertyGridFileProperty::CMFCPropertyGridFileProperty(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,ulong,wchar_t const *)	mfc100u
0040AC10	4089	CMFCPropertyGridProperty::Expand(int)	mfc100u
0040AC14	10471	CDockablePane::OnSettingChange(uint,wchar_t const *)	mfc100u
0040AC18	3495	CGdiObject::Detach(void)	mfc100u
0040AC1C	5542	AFX_GLOBAL_DATA::GetNonClientMetrics(tagNONCLIENTMETRICSW &)	mfc100u
0040AC20	6134	CTreeCtrl::GetRuntimeClass(void)	mfc100u
0040AC24	1284	CTreeCtrl::~CTreeCtrl(void)	mfc100u
0040AC28	6863	CTreeCtrl::GetThisMessageMap(void)	mfc100u
0040AC2C	13391	CWnd const CWnd::wndTop	mfc100u
0040AC30	11172	CMDIChildWndEx::PreTranslateMessage(tagMSG *)	mfc100u
0040AC34	3993	CFrameWnd::EndModalState(void)	mfc100u
0040AC38	2216	CFrameWnd::BeginModalState(void)	mfc100u
0040AC3C	6247	CWnd::GetSuperWndProcAddr(void)	mfc100u
0040AC40	10045	CWnd::OnNotify(uint,long,long *)	mfc100u
0040AC44	8374	CFrameWnd::OnCommand(uint,long)	mfc100u
0040AC48	2853	CWnd::CreateAccessibleProxy(uint,long,long *)	mfc100u
0040AC4C	12724	CWnd::SetProxy(IAccessibleProxy *)	mfc100u
0040AC50	11246	CWnd::put_accValue(tagVARIANT,wchar_t *)	mfc100u
0040AC54	11244	CWnd::put_accName(tagVARIANT,wchar_t *)	mfc100u
0040AC58	1501	CWnd::accDoDefaultAction(tagVARIANT)	mfc100u
0040AC5C	1508	CWnd::accHitTest(long,long,tagVARIANT *)	mfc100u
0040AC60	1514	CWnd::accNavigate(long,tagVARIANT,tagVARIANT *)	mfc100u
0040AC64	1512	CWnd::accLocation(long *,long *,long *,long *,tagVARIANT)	mfc100u
0040AC68	1519	CWnd::accSelect(long,tagVARIANT)	mfc100u
0040AC6C	4388	CWnd::get_accDefaultAction(tagVARIANT,wchar_t * *)	mfc100u
0040AC70	4425	CWnd::get_accSelection(tagVARIANT *)	mfc100u
0040AC74	4396	CWnd::get_accFocus(tagVARIANT *)	mfc100u
0040AC78	4408	CWnd::get_accKeyboardShortcut(tagVARIANT,wchar_t * *)	mfc100u
0040AC7C	4404	CWnd::get_accHelpTopic(wchar_t * *,tagVARIANT,long *)	mfc100u
0040AC80	4400	CWnd::get_accHelp(tagVARIANT,wchar_t * *)	mfc100u
0040AC84	4430	CWnd::get_accState(tagVARIANT,tagVARIANT *)	mfc100u
0040AC88	4421	CWnd::get_accRole(tagVARIANT,tagVARIANT *)	mfc100u
0040AC8C	4392	CWnd::get_accDescription(tagVARIANT,wchar_t * *)	mfc100u
0040AC90	4434	CWnd::get_accValue(tagVARIANT,wchar_t * *)	mfc100u
0040AC94	4413	CWnd::get_accName(tagVARIANT,wchar_t * *)	mfc100u
0040AC98	4379	CWnd::get_accChild(tagVARIANT,IDispatch * *)	mfc100u
0040AC9C	4383	CWnd::get_accChildCount(long *)	mfc100u
0040ACA0	4416	CWnd::get_accParent(IDispatch * *)	mfc100u
0040ACA4	3999	CWnd::EnsureStdObj(void)	mfc100u
0040ACA8	14067	CWnd::OnDrawIconicThumbnailOrLivePreview(CDC &,CRect,CSize,int,int &)	mfc100u
0040ACAC	3992	CWnd::EndModalLoop(int)	mfc100u
0040ACB0	2665	CWnd::ContinueModal(void)	mfc100u
0040ACB4	13382	CWnd::WinHelpInternal(ulong,uint)	mfc100u
0040ACB8	7109	CWnd::HtmlHelpW(ulong,uint)	mfc100u
0040ACBC	13388	CWnd::WinHelpW(ulong,uint)	mfc100u
0040ACC0	6156	CWnd::GetScrollBarCtrl(int)	mfc100u
0040ACC4	10725	CWnd::OnToolHitTest(CPoint,tagTOOLINFOW *)	mfc100u
0040ACC8	12554	CFrameWnd::SetMenu(CMenu *)	mfc100u
0040ACCC	5275	CFrameWnd::GetMenu(void)	mfc100u
0040ACD0	2339	CWnd::CalcWindowRect(tagRECT *,uint)	mfc100u
0040ACD4	3490	CMDIChildWnd::DestroyWindow(void)	mfc100u
0040ACD8	2952	CWnd::CreateEx(ulong,wchar_t const *,wchar_t const *,ulong,int,int,int,int,HWND__ *,HMENU__ *,void *)	mfc100u
0040ACDC	2951	CWnd::CreateEx(ulong,wchar_t const *,wchar_t const *,ulong,tagRECT const &,CWnd *,uint,void *)	mfc100u
0040ACE0	2852	CWnd::Create(wchar_t const *,wchar_t const *,ulong,tagRECT const &,CWnd *,uint,CCreateContext *)	mfc100u
0040ACE4	11159	CWnd::PreSubclassWindow(void)	mfc100u
0040ACE8	4642	CCmdTarget::GetConnectionHook(_GUID const &)	mfc100u
0040ACEC	4923	CCmdTarget::GetExtraConnectionPoints(CPtrArray *)	mfc100u
0040ACF0	5115	CCmdTarget::GetInterfaceHook(void const *)	mfc100u
0040ACF4	8483	CCmdTarget::OnCreateAggregates(void)	mfc100u
0040ACF8	4901	CCmdTarget::GetEventSinkMap(void)	mfc100u
0040ACFC	5143	CWnd::GetInterfaceMap(void)	mfc100u
0040AD00	4645	CCmdTarget::GetConnectionMap(void)	mfc100u
0040AD04	4794	CCmdTarget::GetDispatchMap(void)	mfc100u
0040AD08	4623	CCmdTarget::GetCommandMap(void)	mfc100u
0040AD0C	6931	CCmdTarget::GetTypeLib(ulong,ITypeLib * *)	mfc100u
0040AD10	5297	CMDIChildWnd::GetMessageBar(void)	mfc100u
0040AD14	10449	CMDIChildWndEx::OnSetPreviewMode(int,CPrintPreviewState *)	mfc100u
0040AD18	5279	CFrameWnd::GetMenuBarState(void)	mfc100u
0040AD1C	12561	CFrameWnd::SetMenuBarState(ulong)	mfc100u
0040AD20	5280	CFrameWnd::GetMenuBarVisibility(void)	mfc100u
0040AD24	12563	CFrameWnd::SetMenuBarVisibility(ulong)	mfc100u
0040AD28	1531	CMDIChildWndEx::ActivateFrame(int)	mfc100u
0040AD2C	11406	CMDIChildWndEx::RecalcLayout(int)	mfc100u
0040AD30	5469	CFrameWnd::GetMessageString(uint,ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> &)	mfc100u
0040AD34	4445	CFrameWnd::GetActiveFrame(void)	mfc100u
0040AD38	4444	CFrameWnd::GetActiveDocument(void)	mfc100u
0040AD3C	7561	CMDIChildWnd::LoadFrame(uint,ulong,CWnd *,CCreateContext *)	mfc100u
0040AD40	2766	CFrameWnd::Create(wchar_t const *,wchar_t const *,ulong,tagRECT const &,CWnd *,wchar_t const *,ulong,CCreateContext *)	mfc100u
0040AD44	5558	CWnd::GetOccDialogInfo(void)	mfc100u
0040AD48	12610	CWnd::SetOccDialogInfo(_AFX_OCC_DIALOG_INFO *)	mfc100u
0040AD4C	2887	CWnd::CreateControlSite(COleControlContainer *,COleControlSite * *,uint,_GUID const &)	mfc100u
0040AD50	2884	CWnd::CreateControlContainer(COleControlContainer * *)	mfc100u
0040AD54	7384	CFrameWnd::IsFrameWnd(void)	mfc100u
0040AD58	2418	CWnd::CheckAutoCenter(void)	mfc100u
0040AD5C	14146	CWnd::OnGesturePressAndTap(CPoint,long)	mfc100u
0040AD60	7929	CWnd::ModifyStyle(ulong,ulong,uint)	mfc100u
0040AD64	14148	CWnd::OnGestureTwoFingerTap(CPoint)	mfc100u
0040AD68	6932	CCmdTarget::GetTypeLibCache(void)	mfc100u
0040AD6C	6922	CCmdTarget::GetTypeInfoCount(void)	mfc100u
0040AD70	4792	CCmdTarget::GetDispatchIID(_GUID *)	mfc100u
0040AD74	7393	CCmdTarget::IsInvokeAllowed(long)	mfc100u
0040AD78	9333	CWnd::OnFinalRelease(void)	mfc100u
0040AD7C	8350	CFrameWnd::OnCmdMsg(uint,int,void *,AFX_CMDHANDLERINFO *)	mfc100u
0040AD80	11099	CMDIChildWndEx::PreCreateWindow(tagCREATESTRUCTW &)	mfc100u
0040AD84	1023	CMDIChildWndEx::~CMDIChildWndEx(void)	mfc100u
0040AD88	691	CMFCToolBarsCustomizeDialog::CMFCToolBarsCustomizeDialog(CFrameWnd *,int,uint,CList<CRuntimeClass *,CRuntimeClass *> *)	mfc100u
0040AD8C	14145	CWnd::OnGesturePan(CPoint,CPoint)	mfc100u
0040AD90	14132	CWnd::GetGestureStatus(CPoint)	mfc100u
0040AD94	14059	CWnd::OnTouchInput(CPoint,int,int,tagTOUCHINPUT *)	mfc100u
0040AD98	14060	CWnd::OnTouchInputs(uint,tagTOUCHINPUT *)	mfc100u
0040AD9C	8277	CWnd::OnChildNotify(uint,uint,long,long *)	mfc100u
0040ADA0	473	CMDIChildWndEx::CMDIChildWndEx(void)	mfc100u
0040ADA4	6730	CMDIChildWndEx::GetThisMessageMap(void)	mfc100u
0040ADA8	6410	CMDIChildWndEx::GetThisClass(void)	mfc100u
0040ADAC	1298	operator new(uint)	mfc100u
0040ADB0	11073	CFrameWnd::PostNcDestroy(void)	mfc100u
0040ADB4	3398	CMDIChildWnd::DefWindowProcW(uint,uint,long)	mfc100u
0040ADB8	10937	CWnd::OnWndMsg(uint,uint,long,long *)	mfc100u
0040ADBC	10694	CMDIFrameWndEx::OnToolbarCreateNew(uint,long)	mfc100u
0040ADC0	13380	CWnd::WindowProc(uint,uint,long)	mfc100u
0040ADC4	2089	AfxWinMain(HINSTANCE__ *,HINSTANCE__ *,wchar_t *,int)	mfc100u
0040ADC8	7707	int CMFCPopupMenu::m_bForceMenuFocus	mfc100u
0040ADCC	1300	operator delete(void *)	mfc100u
